class	method	ghidra_addr	body	callees
Achievements	gotAllMedals	00166ec6	6	0
Achievements	gotAllGoldMedals	00166ecc	6	0
Achievements	gotAllSupernovaMedals	00166ed2	6	0
Achievements	incKills	00166ee0	8	0
Achievements	incPirateKills	00166eec	8	0
Achievements	resetPirateKills	00166ef8	6	0
Achievements	incCatches	00166efe	8	0
Achievements	updateCredits	00166f0a	10	0
Achievements	setMedals	00166f14	56	0
Achievements	setMedal	00166f4c	8	0
Achievements	init	00166f54	58	0
Achievements	resetNewMedals	00166f8e	34	0
Achievements	applyNewMedals	00166fb0	90	1
Achievements	hasMedal	00167008	16	0
Achievements	getValue	00167018	22	0
Achievements	isEliteMedal	00167034	10	0
PlayerTurret	PlayerTurret	00167040	670	16
PlayerTurret	~PlayerTurret	00167340	102	3
PlayerTurret	~PlayerTurret	001673ac	16	1
PlayerTurret	setLevel	001673bc	52	3
PlayerTurret	setScaling	001673f0	14	0
PlayerTurret	setPosition	001673fc	28	1
PlayerTurret	setTurretRange	00167418	6	0
PlayerTurret	setHost	0016741e	14	0
PlayerTurret	getHost	0016742c	6	0
PlayerTurret	reset	00167432	28	1
PlayerTurret	update	00167450	730	31
PlayerTurret	handleSentryGun	0016774c	54	1
PlayerTurret	handleTurret	00167782	56	1
PlayerTurret	pickEnemy	001677b8	252	8
PlayerTurret	handleRotation	00167908	668	17
PlayerTurret	render	00167bcc	52	2
PlayerTurret	revive	00167c08	76	3
Waypoint	Waypoint	00167c54	180	4
Waypoint	~Waypoint	00167d28	16	1
Waypoint	getPosition	00167d38	38	0
Waypoint	setActive	00167d5e	6	0
Waypoint	reached	00167d64	10	0
Waypoint	reset	00167d6e	26	1
StatusWindow	StatusWindow	00167d80	640	16
StatusWindow	reInit	00168044	260	6
StatusWindow	~StatusWindow	00168164	102	7
StatusWindow	getRelativeScrollStartPos	001681d0	42	0
StatusWindow	getRelativeScrollHeight	00168200	76	0
StatusWindow	update	00168250	202	1
StatusWindow	draw	0016831c	5810	52
StatusWindow	getMedalHintText	00169ba4	952	9
StatusWindow	OnTouchBegin	0016a010	158	4
StatusWindow	OnTouchMove	0016a0bc	242	5
StatusWindow	OnTouchEnd	0016a1c4	642	23
TargetFollowCamera	TargetFollowCamera	0016a4c8	414	8
TargetFollowCamera	aproximateCooefficientsForAproximationOfDampingFunktion	0016a688	426	0
TargetFollowCamera	setActive	0016a99a	6	0
TargetFollowCamera	setTargetOffset	0016a9a8	8	0
TargetFollowCamera	setCamOffset	0016a9b2	26	2
TargetFollowCamera	setPosition	0016a9d0	6	0
TargetFollowCamera	setPosition	0016a9d6	14	0
TargetFollowCamera	translate	0016a9e8	94	0
TargetFollowCamera	update	0016aa48	2030	23
TargetFollowCamera	translateNoUpdate	0016b280	86	0
TargetFollowCamera	enableFirstPersonCam	0016b2d8	72	2
TargetFollowCamera	hideShipForFirstPersonCam	0016b32c	6	0
TargetFollowCamera	setFirstPersonMatrix	0016b332	6	0
TargetFollowCamera	setBoostPercentage	0016b338	18	0
TargetFollowCamera	setRumblePercentage	0016b34a	6	0
TargetFollowCamera	setFixed	0016b350	6	0
TargetFollowCamera	setLocal	0016b358	118	2
TargetFollowCamera	getLocal	0016b3d4	16	1
TargetFollowCamera	setLocked	0016b3e4	122	7
TargetFollowCamera	setRotationAroundTarget	0016b464	6	0
TargetFollowCamera	rotateAroundTarget	0016b46c	40	2
TargetFollowCamera	zoomTarget	0016b498	6	0
TargetFollowCamera	setLookAtCam	0016b49e	6	0
TargetFollowCamera	calculateCoefficents	0016b4a4	102	1
TargetFollowCamera	setFastForwardMode	0016b50a	104	2
TargetFollowCamera	setShipHandling	0016b574	64	0
TargetFollowCamera	isInFastForwardMode	0016b5c8	6	0
TargetFollowCamera	isInLookAtMode	0016b5ce	6	0
TargetFollowCamera	resetShipHandling	0016b5d4	18	0
TargetFollowCamera	hit	0016b5ec	34	0
TargetFollowCamera	hitSmall	0016b60e	30	0
TargetFollowCamera	useTargetsUpVector	0016b62c	6	0
TargetFollowCamera	roll	0016b632	18	0
TargetFollowCamera	setRoll	0016b644	6	0
Mission	Mission	0016b64c	214	7
Mission	Mission	0016b770	220	7
Mission	Mission	0016b89c	154	5
Mission	Mission	0016b978	152	5
Mission	~Mission	0016ba54	60	1
Mission	~Mission	0016ba98	16	1
Mission	isEmpty	0016baa8	12	0
Mission	setVisible	0016bab4	6	0
Mission	isVisible	0016baba	6	0
Mission	setProductionGoods	0016bad0	6	0
Mission	getName	0016baec	54	3
Mission	getDescription	0016bb2c	16	1
Mission	getClientName	0016bb44	14	1
Mission	setInstantActionMission	0016bb72	6	0
Mission	isInstantActionMission	0016bb78	6	0
Mission	isCampaignMission	0016bb7e	10	0
Mission	getTargetStationName	0016bb90	14	1
Mission	getTargetSystemName	0016bb9e	14	1
Mission	setTargetSystemName	0016bbac	6	0
Mission	setTargetStation	0016bbb4	82	5
Mission	calcDistance	0016bc28	122	6
Mission	getTargetName	0016bcb4	14	1
Mission	setTargetName	0016bcc2	6	0
Mission	clone	0016bccc	110	5
Trail	Trail	0016bd58	404	7
Trail	changeType	0016bef4	110	0
Trail	~Trail	0016bf8c	32	1
Trail	update	0016bfac	462	4
Trail	setWidth	0016c184	114	1
Trail	update	0016c1fc	44	1
Trail	update	0016c228	98	3
Trail	reset	0016c290	116	2
Trail	translate	0016c308	98	0
Trail	render	0016c36c	16	0
SentryGun	SentryGun	0016c380	54	1
SentryGun	~SentryGun	0016c3c0	16	1
SentryGun	update	0016c3d2	148	4
NewsTicker	NewsTicker	0016c468	814	26
(free)	ArrayAdd<NewsItem*>	0016c834	36	1
NewsTicker	replaceTokens	0016c858	4388	44
(free)	ArrayReleaseClasses<NewsItem*>	0016e06c	80	3
Array<NewsItem*>	~Array	0016e0bc	22	1
NewsTicker	~NewsTicker	0016e0d2	16	1
NewsTicker	update	0016e0e4	136	1
NewsTicker	draw	0016e174	300	5
NewsTicker	getHeight	0016e2b4	28	0
NewsTicker	OnTouchBegin	0016e2d8	70	0
NewsTicker	OnTouchMove	0016e328	70	0
NewsTicker	OnTouchEnd	0016e374	22	0
Sparks	Sparks	0016e38c	200	5
Sparks	isRocket	0016e468	12	0
Sparks	~Sparks	0016e474	22	1
Sparks	explode	0016e48c	246	2
Sparks	explode	0016e594	42	0
Sparks	render	0016e5c0	132	5
Sparks	update	0016e660	110	1
Sparks	translate	0016e6d4	72	1
PlayerJunk	PlayerJunk	0016e720	66	1
PlayerJunk	~PlayerJunk	0016e76c	16	1
PlayerJunk	reset	0016e77c	38	2
PlayerJunk	update	0016e798	276	12
PlayerJunk	render	0016e8cc	58	2
RocketGun	RocketGun	0016e8f8	180	6
RocketGun	~RocketGun	0016e9d0	94	4
RocketGun	~RocketGun	0016ea28	16	1
RocketGun	setRadar	0016ea38	586	8
ArraySetLength<AbyssEngine::AEMath	ArraySetLength<AbyssEngine::AEMath::Matrix>	0016ec98	60	2
RocketGun	render	0016ecd4	14	1
RocketGun	update	0016ecd8	1864	29
RocketGun	seekEnemy	0016f44c	324	16
MarqueeImage	MarqueeImage	0016f59c	78	3
MarqueeImage	setPosition	0016f5f2	6	0
MarqueeImage	update	0016f5fc	84	0
MarqueeImage	draw	0016f654	152	1
MarqueeImage	draw	0016f6f4	10	0
ObjectGun	ObjectGun	0016f700	444	11
ObjectGun	~ObjectGun	0016f904	68	5
ObjectGun	~ObjectGun	0016f94c	16	1
ObjectGun	setEnemies	0016f95c	6	0
ObjectGun	update	0016f964	992	30
ObjectGun	render	0016fda8	1396	22
ObjectGun	setScaling	0017035a	26	0
ObjectGun	replaceGun	00170374	60	2
SpacePoint	SpacePoint	001703ac	58	1
SpacePoint	take	001703ea	6	0
SpacePoint	giveFree	001703f0	6	0
Hud	Hud	001703fc	100	2
Hud	init	001704e4	3352	31
Hud	~Hud	0017126c	156	8
Hud	setAutofireEnabled	00171354	6	0
Array<void*>	Array	0017135a	28	1
(free)	ArraySetLength<void*>	00171376	52	2
Hud	closeHudMenu	001713aa	38	3
Hud	checkIfQuickMenuIsEmpty	001713d0	106	5
Hud	releaseAllKeys	00171440	52	0
Hud	updateSecondaryWeaponString	00171478	234	10
Hud	initHudMenu	001715c8	2976	54
Hud	setCurrentSecondaryWeapon	001722ec	10	0
Hud	drawEventQueue	001722f4	374	4
Hud	addToEventQueue	00172488	48	0
Hud	setTimeExtender	001724b8	36	0
Hud	updateQueue	001724dc	116	2
Hud	clearQueue	00172550	78	2
Hud	hudEventMedal	001725a0	324	14
Hud	sameHudEventAsBefore	00172760	62	1
Hud	hudEvent	001727a0	2010	21
Hud	sameHudEventAsBeforeAggregate	00173200	62	1
Hud	playerHit	0017323e	14	0
Hud	catchCargo	0017324c	882	17
Hud	cargoFull	001736d8	6	0
Hud	setHackingGameActive	001736de	6	0
Hud	isHackingGameActive	001736e4	6	0
Hud	firePressed	001736ea	10	0
Hud	drawEventString	001736f4	164	2
Hud	drawPauseButton	001737a4	58	1
Hud	drawChallengeModeScore	001737e0	834	17
Hud	draw	00173b90	8698	84
Hud	resetAnalogStick	00176004	10	0
Hud	drawOrbitInformation	00176018	506	21
Hud	drawMenu	00176278	604	15
Hud	jumpMapSelected	00176510	6	0
Hud	setJumpMapSelected	00176516	6	0
Hud	enableFireForTutorial	0017651c	6	0
Hud	getAnalogX	00176522	40	0
Hud	getAnalogY	0017654a	40	0
Hud	touchedElement	00176574	1146	1
Hud	touchBegin	001769fc	186	1
Hud	touchMove	00176ab8	200	2
Hud	touchEnd	00176b84	118	1
DialogueWindow	DialogueWindow	00176bfc	66	3
DialogueWindow	init	00176c58	578	10
DialogueWindow	set	00176ee4	116	6
DialogueWindow	DialogueWindow	00176f5c	44	2
DialogueWindow	DialogueWindow	00176fa0	300	15
DialogueWindow	~DialogueWindow	00177118	132	7
DialogueWindow	hasBriefingDialogue	001771b4	26	0
DialogueWindow	hasSuccessDialogue	001771d4	26	0
DialogueWindow	loadContent	001771f4	2772	41
DialogueWindow	update	00177f94	108	6
DialogueWindow	isLastPage	00178008	22	1
DialogueWindow	nextPage	0017801e	38	2
DialogueWindow	length	00178044	92	2
DialogueWindow	isFirstPage	001780ac	10	0
DialogueWindow	hasLevel	001780b6	10	0
DialogueWindow	previousPage	001780c4	26	1
DialogueWindow	pickGermanGenericTextBecauseWeSaved100EurosWithThat	001780e0	166	4
DialogueWindow	draw	00178198	324	11
DialogueWindow	OnTouchBegin	00178318	82	3
DialogueWindow	OnTouchMove	00178370	82	3
DialogueWindow	OnTouchEnd	001783c8	270	10
TouchButton	TouchButton	001784f0	126	3
TouchButton	init	00178598	1626	15
TouchButton	TouchButton	00178cb0	172	6
TouchButton	TouchButton	00178d9c	174	6
TouchButton	TouchButton	00178e88	124	3
TouchButton	TouchButton	00178f30	166	4
TouchButton	TouchButton	00178ffc	170	6
TouchButton	TouchButton	001790e4	122	3
TouchButton	~TouchButton	00179188	34	1
TouchButton	setText	001791b0	244	5
TouchButton	setPosition	001792a8	80	0
TouchButton	setNumberText	001792f8	6	0
TouchButton	replaceTextKeepSize	00179304	68	2
TouchButton	setSplitText	0017934c	6	0
TouchButton	getText	00179352	14	1
TouchButton	getWidth	00179360	6	0
TouchButton	getHeight	00179366	6	0
TouchButton	setPosition	0017936c	8	0
TouchButton	setYPosition	00179374	14	0
TouchButton	getPosition	00179380	30	0
TouchButton	setHalfTransparent	0017939e	6	0
TouchButton	setVisible	001793a4	6	0
TouchButton	isVisible	001793aa	6	0
TouchButton	translate	001793b0	14	0
TouchButton	setAlwaysPressed	001793be	6	0
TouchButton	setTextColor	001793c4	6	0
TouchButton	setPressProgress	001793ca	6	0
TouchButton	setPressProgressHighlight	001793d0	6	0
TouchButton	draw	001793d8	1338	13
TouchButton	touchedInside	00179938	138	0
TouchButton	resetTouch	001799c8	8	0
TouchButton	isTouched	001799d0	6	0
TouchButton	OnTouchBegin	001799d8	76	2
TouchButton	OnTouchMove	00179a28	44	1
TouchButton	OnTouchEnd	00179a54	76	2
SpriteGun	SpriteGun	00179aa4	16	0
SpriteGun	update	00179abe	16	1
SpriteGun	setEnemies	00179ac4	6	0
SpriteGun	setEnemy	00179aca	18	1
SpaceLounge	SpaceLounge	00179ad0	1076	29
SpaceLounge	init	00179f80	2040	45
(free)	ArrayRemove<Agent*>	0017a850	68	1
SpaceLounge	introFinished	0017a894	6	0
SpaceLounge	~SpaceLounge	0017a89a	262	16
(free)	ArrayReleaseClasses<Array<ImagePart*>*>	0017a9be	80	3
Array<Array<ImagePart*>*>	~Array	0017aa0e	22	1
Array<Array<ImagePart*>*>	Array	0017aa24	28	1
(free)	ArraySetLength<Array<ImagePart*>*>	0017aa40	52	2
SpaceLounge	setHangarUpdate	0017aa74	6	0
SpaceLounge	startChat	0017aa7c	10882	86
SpaceLounge	onKeyPress	0017e2f0	6538	98
SpaceLounge	updateScreenPositions	00180478	650	22
SpaceLounge	update	00180738	1116	23
SpaceLounge	draw	00180bec	300	16
SpaceLounge	drawLounge	00180d38	1768	26
SpaceLounge	draw3DShip	001814d4	14	0
SpaceLounge	mapMode	001814e4	6	0
SpaceLounge	listMode	001814ea	12	0
SpaceLounge	getSoundId	001814f8	562	15
SpaceLounge	getSpecificSoundForRace	0018177c	108	0
SpaceLounge	hangarNeedsUpdate	001817f0	6	0
SpaceLounge	OnTouchBegin	001817f8	298	6
SpaceLounge	OnTouchMove	00181928	284	6
SpaceLounge	OnTouchEnd	00181a48	1104	25
SpaceLounge	OnRender3D	00183760	54	1
SpaceLounge	OnRenderBG	00183792	14	0
MeshMerger	MeshMerger	001837a0	696	15
MeshMerger	MeshMerger	00183a60	364	7
MeshMerger	setMesh	00183bf8	78	3
MeshMerger	setLod	00183c4c	40	0
MeshMerger	setMatrix	00183c74	16	0
MeshMerger	setEnabled	00183c84	34	0
MeshMerger	init	00183ca6	234	6
MeshMerger	transformMesh	00183d90	406	8
MeshMerger	update	00183f2c	320	2
MeshMerger	render	0018406c	12	0
MeshMerger	~MeshMerger	00184078	172	3
ScrollTouchWindow	ScrollTouchWindow	00184128	124	3
ScrollTouchWindow	ScrollTouchWindow	001841c0	102	3
ScrollTouchWindow	~ScrollTouchWindow	00184244	32	3
ScrollTouchWindow	setText	00184264	76	5
ScrollTouchWindow	setText	001842c4	80	5
ScrollTouchWindow	setYPosition	00184328	8	0
ScrollTouchWindow	draw	00184330	304	10
ScrollTouchWindow	setTextCentered	00184484	8	0
ScrollTouchWindow	drawTextBG	0018448c	164	5
ScrollTouchWindow	update	0018454c	8	0
ScrollTouchWindow	OnTouchBegin	00184552	8	0
ScrollTouchWindow	OnTouchMove	00184558	18	1
ScrollTouchWindow	OnTouchEnd	0018456a	18	1
Ship	Ship	0018457c	122	5
Ship	refreshValue	00184608	840	8
Ship	~Ship	001849a4	90	4
Ship	getHandlingForShop	00184a1c	66	0
Ship	getHandling	00184a68	66	0
Ship	getCombinedHP	00184ab8	66	0
Ship	getMaxHP	00184afe	58	0
Ship	hasSecondaryWeapons	00184b60	58	1
Ship	hasBooster	00184b9a	12	0
Ship	hasJumpDrive	00184ba6	38	0
Ship	hasJumpDriveIntegrated	00184bcc	28	0
Ship	hasCloak	00184be8	34	0
Ship	hasCloakIntegrated	00184c0a	24	0
Ship	hasEmergencySystem	00184c22	6	0
Ship	getMaxLoad	00184c40	8	0
Ship	changeLoad	00184c4c	44	0
Ship	getFreeSpace	00184c7c	12	0
Ship	replaceCargo	00184c90	78	2
Ship	getFirstEquipmentOfSort	00184ce4	92	1
Ship	hasEquipment	00184d44	76	2
Ship	hasVolatileGoods	00184d90	36	1
Ship	hasCargo	00184db2	76	2
Ship	hasCargoType	00184dfe	58	1
Ship	removeCargo	00184e38	44	2
Ship	removeCargo	00184e64	118	5
Ship	removeAllCargo	00184eda	24	2
Ship	removeCargo	00184ef4	8	0
Ship	setCargo	00184f00	84	2
Ship	getCargo	00184f58	62	1
Ship	spaceAvailable	00184f96	20	0
Ship	addCargo	00184faa	50	3
Ship	addCargo	00184fe8	26	1
Ship	replaceEquipment	00185000	52	0
Ship	removeEquipment	00185034	62	1
Ship	setEquipment	00185072	42	1
Ship	setEquipment	0018509c	48	0
Ship	getEquipment	001850cc	128	3
Ship	getSlotPos	0018515a	84	1
Ship	addEquipment	001851ae	86	1
Ship	setEquipment	00185204	108	3
Ship	getCargoValue	00185270	52	1
Ship	getEquipmentValue	001852a4	48	1
Ship	freeAllSlots	001852d8	34	0
Ship	freeSlot	001852fa	74	1
Ship	freeSlot	00185344	68	1
Ship	getSlots	00185388	8	0
Ship	getSlotTypes	00185390	26	0
Ship	getUsedSlots	001853aa	54	1
Ship	slotAvailable	001853e0	62	1
Ship	getFreeSlots	0018541e	18	1
Ship	makeShip	00185430	18	1
Ship	clone	00185444	114	3
Ship	priceDecline	001854c8	42	0
Ship	adjustPrice	001854f8	162	3
Ship	addMod	001855bc	182	7
Ship	equals	00185686	14	0
Ship	getModdedLoad	0018569c	46	0
Ship	setMods	001856ce	162	5
Ship	hasModInstalled	0018577c	36	0
ModMainMenu	ModMainMenu	001857a0	30	0
ModMainMenu	~ModMainMenu	001857c4	26	1
ModMainMenu	~ModMainMenu	001857e8	16	1
ModMainMenu	OnResume	001857f8	42	1
ModMainMenu	OnSuspend	0018582c	28	1
ModMainMenu	OnInitialize	00185844	498	25
ModMainMenu	OnTouchBegin	00185a7c	28	1
ModMainMenu	OnTouchMove	00185a98	28	1
ModMainMenu	OnTouchEnd	00185ab4	50	2
ModMainMenu	OnRelease	00185aec	120	9
ModMainMenu	OnUpdate	00185b78	128	5
ModMainMenu	OnRender2D	00185c00	414	13
ModMainMenu	OnRender3D	00185dc4	48	4
Galaxy	Galaxy	00185e08	62	6
Galaxy	~Galaxy	00185e54	42	4
Galaxy	reset	00185e82	18	0
Galaxy	getSystem	00185e98	16	0
Galaxy	getStation	00185ea8	58	5
Galaxy	setVisited	00185ef4	46	0
Galaxy	visitStation	00185f26	8	0
Galaxy	invDistancePercent	00185f2e	20	1
Galaxy	distancePercent	00185f44	54	1
Galaxy	distance	00185f80	264	8
Galaxy	getAsteroidProbabilities	00186098	422	10
Galaxy	getPlasmaProbabilities	00186248	378	8
PlayerGasCloud	PlayerGasCloud	001863cc	292	9
PlayerGasCloud	~PlayerGasCloud	00186520	192	9
PlayerGasCloud	~PlayerGasCloud	001865e8	16	1
PlayerGasCloud	setSparkInSight	001865f8	22	0
PlayerGasCloud	isSparkAlive	00186610	42	0
PlayerGasCloud	getSparks	00186640	6	0
PlayerGasCloud	getPosition	00186646	12	1
PlayerGasCloud	setPosition	00186652	16	1
PlayerGasCloud	translate	00186658	16	1
PlayerGasCloud	explode	00186660	702	20
(free)	ArrayAdd<float>	00186968	36	1
(free)	ArrayAdd<bool>	0018698c	32	1
PlayerGasCloud	hasExploded	001869ac	6	0
PlayerGasCloud	update	001869b4	1062	28
PlayerGasCloud	render	00186e18	254	10
BluePrint	BluePrint	00186f20	158	7
BluePrint	~BluePrint	00186fdc	42	4
BluePrint	addItem	00187008	270	13
BluePrint	getIngredientList	00187134	22	0
BluePrint	complete	0018714c	24	0
BluePrint	isCompleted	00187164	32	0
BluePrint	getQuantityList	00187190	22	0
BluePrint	getTotalAmount	001871a8	62	2
BluePrint	getCurrentAmount	001871e6	34	2
BluePrint	getRemainingAmount	00187208	48	1
BluePrint	getCompletionRate	00187238	92	1
BluePrint	getIngredientsValue	00187298	82	2
BluePrint	getAutoCompletionPrice	001872f0	72	2
BluePrint	getStationName	00187348	14	1
BluePrint	unlock	0018735e	6	0
BluePrint	lock	00187364	6	0
BluePrint	isEmpty	0018736a	10	0
BluePrint	reset	00187374	74	2
Agent	Agent	001873c4	198	2
Agent	~Agent	001874b8	68	2
Agent	getName	00187504	12	1
Agent	isMale	00187524	6	0
Agent	nextEvent	00187532	8	0
Agent	isStoryAgent	0018753a	10	0
Agent	isGenericAgent	00187544	12	0
Agent	setImageParts	00187550	6	0
Agent	getImageParts	00187556	6	0
Agent	setMission	00187560	6	0
Agent	getMission	00187566	6	0
Agent	isKnown	0018756c	12	0
Agent	setWingmanFriendNames	00187578	188	6
Agent	getWingmanName	00187658	24	1
Agent	getWingmanNames	00187670	6	0
Agent	getMissionString	00187676	14	1
Agent	setMissionString	00187684	68	4
Agent	setSellItemData	001876ec	6	0
Agent	hasAcceptedOffer	001876f2	6	0
Agent	setOfferAccepted	001876f8	6	0
Agent	hasReward	001876fe	6	0
Agent	giveRewardAtNextChat	00187704	6	0
Agent	getStationName	0018770a	14	1
Agent	setStationName	00187718	6	0
Agent	getSystemName	0018771e	14	1
Agent	setSystemName	0018772c	8	0
Agent	getSellModIndex	00187732	6	0
Agent	getModPricePercentage	00187738	22	0
BeamGun	BeamGun	00187754	186	3
BeamGun	~BeamGun	00187834	50	2
BeamGun	~BeamGun	0018786c	16	1
BeamGun	render	0018787c	50	1
BeamGun	update	001878a4	622	20
BeamGun	setEnemies	00187b20	16	1
BeamGun	setEnemy	00187b26	16	0
MGame	MGame	00187b30	206	1
MGame	~MGame	00187c08	34	2
MGame	~MGame	00187c40	16	1
MGame	OnInitialize	00187c50	1978	69
MGame	reset	00188470	596	24
MGame	handleAccelerometer	00188714	554	6
MGame	maneuverTouchBegin	00188948	18	0
MGame	maneuverTouchMove	0018895c	76	0
MGame	maneuverTouchEnd	001889b4	104	1
MGame	freeCamTouchBegin	00188a28	202	4
MGame	freeCamTouchMove	00188af8	552	6
MGame	freeCamTouchEnd	00188d30	162	0
MGame	pauseSounds	00188ddc	66	4
MGame	resumeSounds	00188e24	58	4
MGame	OnTouchBegin	00188e64	2836	60
MGame	OnTouchMove	001899dc	528	14
MGame	useCloak	00189bfc	254	14
MGame	UseKhadorDrive	00189d5c	572	28
MGame	startChargingJumpDrive	00189fb0	360	14
MGame	OnTouchEnd	0018a144	7566	174
MGame	startJumpScene	0018c0d4	814	45
MGame	setCinematicMode	0018c454	142	3
MGame	switchCamera	0018c4e8	314	11
MGame	nextCamId	0018c624	144	4
MGame	OnRelease	0018c6bc	518	28
MGame	OnUpdate	0018c8d8	10544	190
MGame	updateJumpScene	0018f588	852	34
MGame	dockEvent	0018f920	1140	45
MGame	dialogueEvent	0018fe34	274	16
MGame	successCheck	0018ff58	1334	62
MGame	gameOverCheck	00190514	632	25
MGame	OnResume	001907cc	52	2
MGame	OnSuspend	00190800	178	11
MGame	OnRender2D	001908c0	1208	46
MGame	OnRender3D	00190dcc	246	10
SimpleMeshMerger	SimpleMeshMerger	00190ecc	704	16
ArraySetLength<AbyssEngine	ArraySetLength<AbyssEngine::Mesh*>	001911b0	52	2
AMeshMerger	render	001911e4	12	0
AMeshMerger	~AMeshMerger	001911f0	16	1
LodMeshMerger	LodMeshMerger	00191200	380	8
LodMeshMerger	setMesh	001913ac	78	3
LodMeshMerger	setLod	00191400	40	0
LodMeshMerger	setMatrix	00191428	18	0
LodMeshMerger	setEnabled	00191438	34	0
LodMeshMerger	init	0019145a	248	6
LodMeshMerger	transformMesh	00191550	504	8
LodMeshMerger	update	0019174c	454	3
LodMeshMerger	~LodMeshMerger	00191914	168	3
IParticleSystem	IParticleSystem	001919c0	248	4
Array<ParticleSettings::ParticleSet>	Array	00191ad8	28	1
ArraySet<ParticleSettings	ArraySet<ParticleSettings::ParticleSet>	00191af4	12	0
Array<ParticleSettings::ParticleSet>	~Array	00191afe	22	1
IParticleSystem	setParticleSetIndex	00191b18	6	0
IParticleSystem	setParticleSet	00191b1e	20	0
IParticleSystem	resetEmitterVelocity	00191b34	86	3
IParticleSystem	calcEmitterVelocity	00191b90	130	5
IParticleSystem	interpolateColor	00191c1c	302	0
IParticleSystem	update	00191d54	66	0
IParticleSystem	enableEmit	00191d96	14	0
IParticleSystem	enableRender	00191da4	26	0
IParticleSystem	emit	00191dc4	2326	18
IParticleSystem	rotateUVs	00192704	122	4
IParticleSystem	emitManual	00192790	928	9
IParticleSystem	setMatrix	00192b40	10	0
ArraySet<ParticleSettings	ArraySet<ParticleSettings::ParticleSet>	00192b4a	60	2
ParticleSystemSprite	ParticleSystemSprite	00192b88	120	5
IParticleSystem	~IParticleSystem	00192c1c	38	2
ParticleSystemSprite	init	00192c48	16	0
ParticleSystemSprite	~ParticleSystemSprite	00192c58	32	1
ParticleSystemSprite	setParticle	00192c7c	236	4
ParticleSystemSprite	updateAreaExitParticle	00192d6c	12	0
ParticleSystemSprite	setAlpha	00193028	136	1
ParticleSystemSprite	updateSingle	001930b4	696	12
ParticleSystemSprite	reset	0019335c	92	2
ParticleSystemSprite	release	001933b8	38	1
ParticleSystemSprite	render	001933e0	130	5
ParticleSystemSprite	render	0019347c	250	3
ParticleSystemManager	ParticleSystemManager	0019357c	86	3
Array<ParticleSystemSprite*>	Array	001935e0	28	1
Array<ParticleSystemMesh*>	Array	001935fc	28	1
ParticleSystemManager	construct	00193618	30	0
Array<ParticleSystemMesh*>	~Array	00193636	22	1
Array<ParticleSystemSprite*>	~Array	0019364c	22	1
ParticleSystemManager	ParticleSystemManager	00193662	86	3
ParticleSystemManager	init	001936c6	36	2
ParticleSystemManager	initSprites	001936e8	188	6
ParticleSystemManager	initMesh	001937a8	190	5
ParticleSystemManager	update	00193866	188	3
ParticleSystemManager	addSystem	00193924	16	0
ArrayAdd<ParticleSettings	ArrayAdd<ParticleSettings::ParticleSet>	001939d8	36	1
ParticleSystemManager	addSpriteSystem	001939fc	76	4
ParticleSystemManager	addMeshSystem	00193a56	82	3
ParticleSystemManager	enableSystemUpdate	00193ab8	34	0
(free)	ArrayAdd<ParticleSystemSprite*>	00193adc	36	1
(free)	ArrayAdd<ParticleSystemMesh*>	00193b00	36	1
ParticleSystemManager	setParticleSetByIndex	00193b24	34	0
ParticleSystemManager	setParticleSetBySet	00193b48	34	0
ParticleSystemManager	enableSystemEmit	00193b6c	36	0
ParticleSystemManager	enableSystemRender	00193b90	36	0
ParticleSystemManager	resetSystem	00193bb4	36	0
ParticleSystemManager	release	00193c0e	28	1
ParticleSystemManager	cameraToggle	00193c28	34	1
ParticleSystemManager	releaseSprites	00193c48	32	2
ParticleSystemManager	render3d	00193c68	38	1
ParticleSystemManager	renderMeshes	00193c8c	50	0
ParticleSystemManager	renderSprites	00193cba	48	0
ParticleSystemManager	reset	00193ce8	60	0
(free)	ArrayReleaseClasses<ParticleSystemMesh*>	00193d24	80	3
(free)	ArrayReleaseClasses<ParticleSystemSprite*>	00193d74	80	3
ParticleSystemManager	emitManual	00193dc4	56	1
ParticleSystemManager	emitManual	00193e00	62	1
ParticleSystemManager	systemSetMatrix	00193e44	34	0
ParticleSettings	multiplyAll	00193e68	220	0
ParticleSettings	Interpolate	00193f4c	146	0
ParticleSettings	ParticleSettings	00193fe8	34	1
ParticleSettings	init	00194020	4218	7
ParticleSettings	~ParticleSettings	00195474	28	1
ParticleSystemMesh	ParticleSystemMesh	00195490	286	4
ParticleSystemMesh	~ParticleSystemMesh	001955c4	16	0
ParticleSystemMesh	startNewSection	001955d8	8	0
ParticleSystemMesh	wasNewSectionStarted	001955e0	6	0
ParticleSystemMesh	incId	001955e6	16	0
ParticleSystemMesh	getPrevId	001955f6	8	0
ParticleSystemMesh	finishCurrentTrailParticle	001955fe	76	1
ParticleSystemMesh	emitTrail	0019564c	12	0
ParticleSystemMesh	setParticle	00195d00	892	12
ParticleSystemMesh	setQuadEdge	0019608c	246	6
ParticleSystemMesh	emit	0019618c	70	2
ParticleSystemMesh	render	001961b2	12	0
ParticleSystemMesh	render	001961be	78	4
ParticleSystemMesh	reset	0019620a	94	1
ParticleSystemMesh	init	00196268	298	3
ParticleSystemMesh	updateSingleColor	001963a0	560	3
ParticleSystemMesh	updateUsualEdges	001965dc	208	4
ParticleSystemMesh	updateTrailEdges	001966b4	354	3
ParticleSystemMesh	setParticle	00196820	80	1
