class	method	ghidra_addr	body	callees
AbyssEngine::GlowPPShader	~GlowPPShader	0009cdac	16	1
AbyssEngine::GlowPPShader	InternalInit	0009cdbc	286	6
AbyssEngine::GlowPPShader	Init	0009cf20	368	5
AbyssEngine::GlowPPShader	SetInActive	0009d0d0	26	1
AbyssEngine::GlowPPShader	RenderEffect	0009d0ec	44	1
AbyssEngine::GlowPPShader	RenderEffect	0009d120	1210	27
AbyssEngine::GlowPPShader	UpdateMeshData	0009d610	166	4
AbyssEngine::BumpShaderV2	BumpShaderV2	0009d6b8	94	5
AbyssEngine::BumpShaderV2	Init	0009d744	246	5
AbyssEngine::BumpShaderV2	SetInActive	0009d888	62	1
AbyssEngine::BumpShaderV2	UpdateMeshData	0009d8c8	506	8
AbyssEngine::BumpShaderV2	~BumpShaderV2	0009dacc	16	1
AbyssEngine::TextureLightShader	TextureLightShader	0009dadc	94	5
AbyssEngine::TextureLightShader	Init	0009db68	296	4
AbyssEngine::TextureLightShader	SetInActive	0009dcf0	30	1
AbyssEngine::TextureLightShader	UpdateMeshData	0009dd14	494	12
AbyssEngine::TextureLightShader	~TextureLightShader	0009df1c	16	1
AbyssEngine::NoTexVtxColorShader	NoTexVtxColorShader	0009df2c	94	5
AbyssEngine::NoTexVtxColorShader	Init	0009dfb8	84	3
AbyssEngine::NoTexVtxColorShader	SetInActive	0009e024	22	1
AbyssEngine::NoTexVtxColorShader	UpdateMeshData	0009e03a	132	4
AbyssEngine::NoTexVtxColorShader	~NoTexVtxColorShader	0009e0be	16	1
AbyssEngine::GenericShader2	GenericShader2	0009e0d0	94	5
AbyssEngine::GenericShader2	Init	0009e15c	216	4
AbyssEngine::GenericShader2	SetInActive	0009e27c	62	1
AbyssEngine::GenericShader2	UpdateMeshData	0009e2ba	344	6
AbyssEngine::GenericShader2	~GenericShader2	0009e412	16	1
AbyssEngine::ShaderBaseStruct	ShaderBaseStruct	0009e424	120	5
AbyssEngine::ShaderBaseStruct	~ShaderBaseStruct	0009e4c4	30	1
AbyssEngine::ShaderBaseStruct	DeleteShader	0009e4ea	28	1
AbyssEngine::ShaderBaseStruct	ES2LoadShader	0009e4f0	144	9
AbyssEngine::ShaderBaseStruct	ES2LoadProgram	0009e584	12	0
AbyssEngine::ShaderBaseStruct	LoadBindShader	0009e674	202	8
AbyssEngine::ShaderBaseStruct	UseShader	0009e744	6	0
AbyssEngine::ShaderBaseStruct	Update	0009e74a	6	0
AbyssEngine::GenericShader	GenericShader	0009e750	94	5
AbyssEngine::GenericShader	Init	0009e7dc	270	5
AbyssEngine::GenericShader	SetInActive	0009e940	62	1
AbyssEngine::GenericShader	UpdateMeshData	0009e980	520	10
AbyssEngine::GenericShader	~GenericShader	0009eb90	16	1
AbyssEngine::GenericShader1	GenericShader1	0009eba0	94	5
AbyssEngine::GenericShader1	Init	0009ec2c	216	4
AbyssEngine::GenericShader1	SetInActive	0009ed4c	62	1
AbyssEngine::GenericShader1	UpdateMeshData	0009ed8a	344	6
AbyssEngine::GenericShader1	~GenericShader1	0009eee2	16	1
AbyssEngine::PostBWShader	PostBWShader	0009eef4	94	5
AbyssEngine::PostBWShader	~PostBWShader	0009ef80	24	1
AbyssEngine::PostBWShader	~PostBWShader	0009ef94	16	1
AbyssEngine::PostBWShader	Init	0009efa4	92	4
AbyssEngine::PostBWShader	SetInActive	0009f018	22	1
AbyssEngine::PostBWShader	RenderEffect	0009f030	490	19
AbyssEngine::PostBWShader	UpdateMeshData	0009f23c	152	4
AbyssEngine::DNSShader	DNSShader	0009f2d4	94	5
AbyssEngine::DNSShader	Init	0009f360	264	4
AbyssEngine::DNSShader	SetInActive	0009f4c4	62	1
AbyssEngine::DNSShader	UpdateMeshData	0009f504	570	10
AbyssEngine::DNSShader	~DNSShader	0009f750	16	1
AbyssEngine::BumpShaderRefract	BumpShaderRefract	0009f760	94	5
AbyssEngine::BumpShaderRefract	Init	0009f7ec	230	7
AbyssEngine::BumpShaderRefract	SetInActive	0009f910	42	1
AbyssEngine::BumpShaderRefract	UpdateMeshData	0009f93a	392	11
AbyssEngine::BumpShaderRefract	~BumpShaderRefract	0009fac2	16	1
AbyssEngine::BumpRimCubeShader	BumpRimCubeShader	0009fad4	94	5
AbyssEngine::BumpRimCubeShader	Init	0009fb60	476	6
AbyssEngine::BumpRimCubeShader	SetInActive	0009fdcc	62	1
AbyssEngine::BumpRimCubeShader	UpdateMeshData	0009fe0c	818	14
AbyssEngine::BumpRimCubeShader	~BumpRimCubeShader	000a0160	16	1
AbyssEngine::VertexColorShader	VertexColorShader	000a0170	94	5
AbyssEngine::VertexColorShader	Init	000a01fc	228	4
AbyssEngine::VertexColorShader	SetInActive	000a032c	72	1
AbyssEngine::VertexColorShader	UpdateMeshData	000a0374	570	8
AbyssEngine::VertexColorShader	~VertexColorShader	000a05b8	16	1
AbyssEngine::NoTexShader	NoTexShader	000a05c8	94	5
AbyssEngine::NoTexShader	Init	000a0654	70	3
AbyssEngine::NoTexShader	SetInActive	000a06b0	6	0
AbyssEngine::NoTexShader	UpdateMeshData	000a06b6	132	5
AbyssEngine::NoTexShader	~NoTexShader	000a073a	16	1
AbyssEngine::CubeMapping	CubeMapping	000a074c	94	5
AbyssEngine::CubeMapping	Init	000a07d8	236	5
AbyssEngine::CubeMapping	SetInActive	000a0910	30	1
AbyssEngine::CubeMapping	UpdateMeshData	000a0934	364	11
AbyssEngine::CubeMapping	~CubeMapping	000a0ab0	16	1
AbyssEngine::CubeNormalMapping	CubeNormalMapping	000a0ac0	94	5
AbyssEngine::CubeNormalMapping	Init	000a0b4c	282	5
AbyssEngine::CubeNormalMapping	SetInActive	000a0cc4	38	1
AbyssEngine::CubeNormalMapping	UpdateMeshData	000a0cf0	472	9
AbyssEngine::CubeNormalMapping	~CubeNormalMapping	000a0ed8	16	1
AbyssEngine::TextureShader	TextureShader	000a0ee8	94	5
AbyssEngine::TextureShader	UseShader	000a0f74	36	1
AbyssEngine::TextureShader	ConnectShaderComponents	000a0f94	182	3
AbyssEngine::TextureShader	Init	000a1084	70	2
AbyssEngine::TextureShader	SetInActive	000a10cc	42	1
AbyssEngine::TextureShader	UpdateMeshData	000a10f8	346	10
AbyssEngine::TextureShader	~TextureShader	000a1258	16	1
AbyssEngine::BumpMapping	BumpMapping	000a1268	94	5
AbyssEngine::BumpMapping	Init	000a12f4	164	5
AbyssEngine::BumpMapping	SetInActive	000a13cc	38	1
AbyssEngine::BumpMapping	UpdateMeshData	000a13f8	206	5
AbyssEngine::BumpMapping	~BumpMapping	000a14d0	16	1
AbyssEngine::MaskShader	MaskShader	000a14e0	94	5
AbyssEngine::MaskShader	Init	000a156c	150	5
AbyssEngine::MaskShader	SetInActive	000a1630	42	1
AbyssEngine::MaskShader	UpdateMeshData	000a165a	290	6
AbyssEngine::MaskShader	~MaskShader	000a177c	16	1
AbyssEngine::SandboxShader	SandboxShader	000a178c	94	5
AbyssEngine::SandboxShader	Init	000a1818	200	5
AbyssEngine::SandboxShader	SetInActive	000a1920	38	1
AbyssEngine::SandboxShader	UpdateMeshData	000a194c	372	6
AbyssEngine::SandboxShader	~SandboxShader	000a1ad0	16	1
AbyssEngine::VertexColorAlphaTextureShader	VertexColorAlphaTextureShader	000a1ae0	94	5
AbyssEngine::VertexColorAlphaTextureShader	Init	000a1b6c	228	4
AbyssEngine::VertexColorAlphaTextureShader	SetInActive	000a1c9c	72	1
AbyssEngine::VertexColorAlphaTextureShader	UpdateMeshData	000a1ce4	570	8
AbyssEngine::VertexColorAlphaTextureShader	~VertexColorAlphaTextureShader	000a1f28	16	1
AbyssEngine::GlowShader	GlowShader	000a1f38	94	5
AbyssEngine::GlowShader	Init	000a1fc4	106	4
AbyssEngine::GlowShader	SetInActive	000a2050	32	1
AbyssEngine::GlowShader	UpdateMeshData	000a2070	186	5
AbyssEngine::GlowShader	~GlowShader	000a212a	16	1
AbyssEngine::ColorMixAdd	ColorMixAdd	000a213c	94	5
AbyssEngine::ColorMixAdd	Init	000a21c8	142	4
AbyssEngine::ColorMixAdd	SetInActive	000a2284	30	1
AbyssEngine::ColorMixAdd	UpdateMeshData	000a22a2	230	7
AbyssEngine::ColorMixAdd	~ColorMixAdd	000a2388	16	1
AbyssEngine::PulseShader	PulseShader	000a2398	94	5
AbyssEngine::PulseShader	Init	000a2424	228	4
AbyssEngine::PulseShader	SetInActive	000a2554	72	1
AbyssEngine::PulseShader	UpdateMeshData	000a2594	560	12
AbyssEngine::PulseShader	~PulseShader	000a27d0	16	1
AbyssEngine::SpecCubeMapping	SpecCubeMapping	000a27e0	94	5
AbyssEngine::SpecCubeMapping	Init	000a286c	266	6
AbyssEngine::SpecCubeMapping	SetInActive	000a29c0	30	1
AbyssEngine::SpecCubeMapping	UpdateMeshData	000a29e4	364	11
AbyssEngine::SpecCubeMapping	~SpecCubeMapping	000a2b60	16	1
FModSound	FModSound	000a2b70	100	1
FModSound	~FModSound	000a2bd4	14	1
FModSound	release	000a2be6	74	2
FModSound	init	000a2c30	316	11
FModSound	setAudioLanguage	000a2d80	32	0
FModSound	stopAllSoundFXEvents	000a2dac	50	0
FModSound	freeAllEvents	000a2de0	12	0
FModSound	getParam	000a2ee4	56	2
FModSound	setParamValue	000a2f20	64	3
FModSound	setParamValue	000a2f64	64	3
FModSound	setMusicParamValue	000a2fa8	16	0
FModSound	setVolume	000a2fb8	30	0
FModSound	setSoundVolume	000a2fd6	26	0
FModSound	updateAll	000a2ff0	494	6
FModSound	isPlaying	000a31e4	62	2
FModSound	isChannelActive	000a3228	62	2
FModSound	IsCategoryEnabled	000a326c	28	0
FModSound	enableCategory	000a3288	108	1
FModSound	play	000a32f4	548	9
FModSound	playMusicFadeOutCurrent	000a3524	38	1
FModSound	fadeOutNow	000a3550	20	0
FModSound	stop	000a3568	20	0
FModSound	stop	000a357c	14	0
FModSound	updateEvent3DAttributes	000a3588	32	1
FModSound	updateEvent3DAttributes	000a35a8	578	8
FModSound	pause	000a37f0	86	3
FModSound	resume	000a384c	38	1
FModSound	setParamValue	000a3874	62	3
FModSound	enableReverb	000a38b8	110	4
FModSound	disableReverb	000a392c	82	3
FModSound	getPlayingProgress	000a3988	130	2
FModSound	getEventPauseLength	000a3a14	86	2
FModSound	setDownPitch	000a3a74	94	2
FModSound	promptMusicCue	000a3ad8	16	0
FModSound	pause	000a3ae8	24	0
FModSound	resume	000a3b00	26	0
FModSound	pauseAll	000a3b18	52	1
FModSound	stopAll	000a3b4c	52	1
FModSound	resumeAll	000a3b80	52	1
FModSound	pauseAllPlaying	000a3bb4	70	2
FModSound	pauseAllPlayingSoundFXEvents	000a3bfc	134	4
(free)	GetEngine	000a3c88	10	0
(free)	ExitFunction	000a3c98	14	0
(free)	ndk23_getExitFlag	000a3cb4	10	0
(free)	loadAPK	000a3cc4	68	3
(free)	loadAPKAndZip	000a3d0c	58	1
(free)	ndk23_Init	000a3d58	228	13
(free)	ndk23_InitWithZip	000a3e80	230	13
(free)	ndk23_resize	000a3fac	54	1
(free)	ndk23_ndkDone	000a3fec	36	3
(free)	ndk23_handleTouchScreenEvent	000a4014	14	1
(free)	ndk23_handleAcceleration	000a4018	240	2
(free)	ndk23_newrender	000a412c	322	14
(free)	ndk_checkPlaytimeAndSpendOfferwallCredits	000a4280	52	3
(free)	ndk23_handleTouchPadEvent	000a42bc	148	1
(free)	ndk23_setRootDirectory	000a4358	34	2
(free)	ndk23_setZipDirectory	000a4380	36	2
(free)	ndk23_setCountryCode	000a43a8	16	0
(free)	ndk23_sendingPauseSignal	000a43bc	44	1
(free)	ndk23_sendingResumeSignal	000a43f0	26	0
(free)	ndk_iapBoughtPremium	000a4410	36	0
(free)	ndk_getDLC_1_BOUGHT	000a4524	26	0
(free)	ndk_getDLC_2_BOUGHT	000a4548	26	0
(free)	ndk_getDLC_3_BOUGHT	000a456c	26	0
(free)	ndk_getDLC_4_BOUGHT	000a4590	26	0
(free)	ndk_getDLC_5_BOUGHT	000a45b4	26	0
(free)	ndk_iapBoughtConsumable	000a45d8	52	1
(free)	setBaughtCredits	000a462c	158	3
(free)	checkFirstCreditPackBoughtWriteAction	000a4708	78	5
(free)	ndk_autosave	000a4770	46	5
(free)	ndk_getCurrentApplicationModule	000a47ac	30	0
(free)	ndk_getLogoShown	000a47d0	10	0
(free)	ndk_isInMainMenu	000a47e0	10	0
(free)	pConstToNonConst	000a47f0	40	3
(free)	getStringUTFChars	000a4818	16	0
(free)	releaseStringUTFChars	000a4828	48	1
(free)	ndk_setNativeItemInformationList	000a4858	1394	2
(free)	ndk_resetNativeItemInformationList	000a4e38	554	1
(free)	AddTouch	000a50dc	98	1
(free)	GetTouchCount	000a5150	10	0
(free)	RemoveTouches	000a5160	12	0
(free)	GetTouch	000a5170	22	0
LODManager	LODManager	000a518c	38	2
Array<AEGeometry*>	Array	000a51c0	28	1
LODManager	~LODManager	000a51dc	26	2
Array<AEGeometry*>	~Array	000a51f6	22	1
LODManager	addObject	000a520c	32	1
(free)	ArrayAdd<AEGeometry*>	000a522a	36	1
LODManager	removeObject	000a524e	48	1
(free)	ArrayRemove<AEGeometry*>	000a527e	68	1
LODManager	forceUpdate	000a52c4	178	7
LODManager	update	000a5384	24	0
Generator	computerTradeGoods	000a53a0	96	5
Generator	isKaamoSpecialItem	000a5404	30	0
Generator	getItemBuyList	000a5428	1760	32
Array<Item*>	Array	000a5b58	28	1
(free)	ArraySetLength<Item*>	000a5b74	52	2
(free)	ArrayAdd<Item*>	000a5ba8	36	1
Generator	getShipBuyList	000a5bcc	2122	22
Array<Ship*>	Array	000a6490	28	1
(free)	ArrayAdd<Ship*>	000a64ac	36	1
(free)	ArraySetLength<Ship*>	000a64d0	52	2
Generator	getLootList	000a6504	466	13
(free)	ArraySetLength<int>	000a66f8	52	2
Generator	generateStationIndex	000a672c	332	7
Generator	createAgents	000a6884	1356	42
Array<Agent*>	Array	000a6e3c	28	1
(free)	ArraySetLength<Agent*>	000a6e58	52	2
Generator	createAgent	000a6e8c	748	27
Generator	createMission	000a71b8	1832	43
MTitle	MTitle	000a7984	16	0
MTitle	~MTitle	000a7998	26	1
MTitle	~MTitle	000a79bc	16	1
MTitle	OnInitialize	000a79cc	76	2
MTitle	OnTouchEnd	000a7a24	8	0
MTitle	OnRelease	000a7a2c	76	5
MTitle	OnRender2D	000a7a8c	296	9
MTitle	OnRender3D	000a7bc4	36	2
Objective	Objective	000a7bfc	18	0
Objective	Objective	000a7c0e	28	0
Objective	~Objective	000a7c2a	46	3
(free)	ArrayReleaseClasses<Objective*>	000a7c5c	80	3
Array<Objective*>	~Array	000a7cac	22	1
Objective	addObjective	000a7cc2	46	3
Array<Objective*>	Array	000a7cfe	28	1
(free)	ArrayAdd<Objective*>	000a7d1a	36	1
Objective	achieved	000a7d40	832	10
Objective	getCalcValue	000a80b4	12	0
Objective	isSurvivalObjective	000a80c0	12	0
Objective	setAchievedText	000a80cc	36	2
BoundingAAB	BoundingAAB	000a8104	144	1
BoundingAAB	collide	000a819c	54	0
BoundingAAB	outerCollide	000a81d2	158	0
BoundingAAB	getCollisionNormal	000a8270	10	0
BoundingAAB	update	000a827a	16	1
BoundingAAB	projectCollisionOnSurface	000a8280	348	3
CutScene	CutScene	000a83e4	56	0
CutScene	~CutScene	000a8420	156	6
(free)	ArrayReleaseClasses<AEGeometry*>	000a84c4	80	3
CutScene	resetCamera	000a8514	222	7
CutScene	initialize	000a8628	972	36
CutScene	checkForTurret	000a8a68	942	24
CutScene	isInitialized	000a8e80	6	0
CutScene	process	000a8e8c	1894	27
CutScene	update	000a9664	14	1
CutScene	replacePlayerShip	000a9668	268	13
ArrayReleaseClasses<AbyssEngine::AEMath	ArrayReleaseClasses<AbyssEngine::AEMath::Vector*>	000a9788	72	2
Array<AbyssEngine::AEMath::Vector*>	~Array	000a97d0	22	1
ArrayReleaseClasses<Array<AbyssEngine::AEMath	ArrayReleaseClasses<Array<AbyssEngine::AEMath::Vector*>*>	000a97e6	80	3
Array<Array<AbyssEngine::AEMath::Vector*>*>	~Array	000a9836	22	1
CutScene	render2D	000a984c	8	0
CutScene	renderBG	000a9852	12	0
CutScene	render3D	000a985c	108	4
PlayerEgo	PlayerEgo	000a98cc	1890	34
PlayerEgo	~PlayerEgo	000aa0a4	334	10
AbyssEngine::EaseInOutMatrix	~EaseInOutMatrix	000aa1f6	24	1
(free)	ArrayReleaseClasses<RepairBeam*>	000aa20e	80	3
Array<RepairBeam*>	~Array	000aa25e	22	1
PlayerEgo	setShip	000aa274	554	21
Array<RepairBeam*>	Array	000aa4cc	28	1
(free)	ArrayAdd<RepairBeam*>	000aa4e8	36	1
PlayerEgo	setExhaustVisible	000aa50c	68	1
PlayerEgo	PlayEngineSound	000aa550	132	8
PlayerEgo	PauseEngineSound	000aa5dc	6	0
PlayerEgo	ResumeEngineSound	000aa5e2	8	0
PlayerEgo	StopEngineSound	000aa5ec	142	8
PlayerEgo	isDockedToDockingPoint	000aa684	26	0
PlayerEgo	resetMovement	000aa69e	20	0
PlayerEgo	resetLastHP	000aa6b2	18	1
PlayerEgo	startJumpDrive	000aa6c4	62	2
PlayerEgo	toggleCloaking	000aa708	652	18
PlayerEgo	hasCloak	000aa9b0	12	0
PlayerEgo	hasVolatileGoods	000aa9bc	6	0
PlayerEgo	getVolatileForce	000aa9c4	46	0
PlayerEgo	addNukeVolatileForce	000aa9f8	24	0
PlayerEgo	isInTurretMode	000aaa10	6	0
PlayerEgo	setDockingCamera	000aaa18	318	12
PlayerEgo	setTurretMode	000aab90	506	24
PlayerEgo	isMining	000aadd8	12	0
PlayerEgo	isInRocketControl	000aade4	12	0
PlayerEgo	stopShooting	000aadf0	68	1
PlayerEgo	stopBoost	000aae34	68	1
PlayerEgo	isBoostRefreshed	000aae80	34	0
PlayerEgo	boost	000aaea4	88	1
PlayerEgo	getBoostSpeed	000aaf00	6	0
PlayerEgo	forceBoost	000aaf06	30	0
PlayerEgo	getCurrentMiningAmount	000aaf24	16	0
PlayerEgo	boosting	000aaf32	6	0
PlayerEgo	readyToBoost	000aaf38	16	0
PlayerEgo	getBoostPercentage	000aaf48	88	1
PlayerEgo	getBoostRate	000aafa0	48	0
PlayerEgo	getCloakRate	000aafd0	62	0
PlayerEgo	getDriveChargeRate	000ab00e	44	0
PlayerEgo	driveReady	000ab03a	14	0
PlayerEgo	isChargingDrive	000ab048	6	0
PlayerEgo	resetChargingDrive	000ab04e	8	0
PlayerEgo	isChargingCloak	000ab056	6	0
PlayerEgo	isRechargingCloak	000ab05c	14	0
PlayerEgo	getCloakRechargeRate	000ab06a	34	0
PlayerEgo	readyForCloak	000ab08c	30	0
PlayerEgo	isCloaked	000ab0aa	6	0
PlayerEgo	setCollide	000ab0b0	6	0
PlayerEgo	setLevel	000ab0b8	146	4
PlayerEgo	setRoute	000ab150	6	0
PlayerEgo	getRoute	000ab156	6	0
PlayerEgo	removeRoute	000ab15c	28	2
PlayerEgo	isDead	000ab17c	20	1
PlayerEgo	getHitpoints	000ab190	8	0
PlayerEgo	shoot	000ab198	256	7
PlayerEgo	hasAutoTurret	000ab29c	6	0
PlayerEgo	setAutoTurret	000ab2a2	20	0
PlayerEgo	autoTurretIsEnabled	000ab2b4	6	0
PlayerEgo	setTurretPosition	000ab2bc	44	2
PlayerEgo	getTurretPosition	000ab2ec	78	4
PlayerEgo	checkForTurret	000ab340	988	19
PlayerEgo	addGun	000ab778	22	1
PlayerEgo	addGun	000ab78e	24	1
PlayerEgo	getHullDamageRate	000ab7a4	8	0
PlayerEgo	getShieldDamageRate	000ab7aa	8	0
PlayerEgo	getCurrentSecondaryWeaponIndex	000ab7b0	6	0
PlayerEgo	setCurrentSecondaryWeaponIndex	000ab7b8	18	0
PlayerEgo	GetUpVector	000ab7d0	12	1
PlayerEgo	GetDirVector	000ab7dc	12	1
PlayerEgo	getPosition	000ab7e8	12	1
PlayerEgo	setActive	000ab7f4	6	0
PlayerEgo	setComputerControlled	000ab7fa	6	0
PlayerEgo	setFreeze	000ab800	6	0
PlayerEgo	setAutoPilot	000ab808	94	1
PlayerEgo	setThrust	000ab86c	6	0
PlayerEgo	getAutoPilotTarget	000ab872	6	0
PlayerEgo	goingToPlanet	000ab878	44	2
PlayerEgo	isAutoPilot	000ab8a4	6	0
PlayerEgo	goingToStream	000ab8aa	30	1
PlayerEgo	goingToStation	000ab8c8	46	1
PlayerEgo	goingToWaypoint	000ab8f6	6	0
PlayerEgo	goingToWormhole	000ab8fc	30	1
PlayerEgo	setPosition	000ab91c	40	2
PlayerEgo	setPosition	000ab948	14	1
PlayerEgo	isInWormhole	000ab94c	30	1
PlayerEgo	handleTurretView	000ab96c	614	16
PlayerEgo	roll	000abbf8	438	5
PlayerEgo	handleShip	000abdf0	832	16
PlayerEgo	getCloakingPercentage	000ac170	118	0
PlayerEgo	updateManeuver	000ac1f8	1150	27
PlayerEgo	moveToPosition	000ac6d4	894	22
PlayerEgo	handleAutoTurret	000aca78	910	23
PlayerEgo	update	000ace38	8416	152
PlayerEgo	calcCollision	000af0cc	932	27
PlayerEgo	isDockingToPlanet	000af494	6	0
PlayerEgo	isDockingToStream	000af49a	6	0
PlayerEgo	dockToAsteroid	000af4a0	200	10
PlayerEgo	approachAsteroid	000af570	1064	37
PlayerEgo	dockToDockingPoint	000af9f4	686	24
PlayerEgo	approachDockingPoint	000afcb8	2446	59
PlayerEgo	isDockingToDockingPoint	000b069c	22	0
PlayerEgo	isLandingOrTakingOff	000b06b2	28	0
ParticleSettings::{unnamed_type#1}	operator=	000b06ce	30	2
PlayerEgo	hitCamera	000b06ec	24	0
PlayerEgo	right	000b0704	524	5
PlayerEgo	left	000b094c	520	5
PlayerEgo	down	000b0b90	560	5
PlayerEgo	up	000b0dfc	566	5
PlayerEgo	tryToStartEmergencySystem	000b106c	132	7
PlayerEgo	emergencySystemActive	000b10f8	14	0
PlayerEgo	collidesWithStation	000b1106	6	0
PlayerEgo	isHacking	000b110c	12	0
PlayerEgo	hackingWon	000b1118	16	0
PlayerEgo	deleteHackingGame	000b1126	28	2
PlayerEgo	getHackingGameDockIndex	000b1142	18	0
PlayerEgo	isInDockingProcedure	000b1152	22	0
PlayerEgo	turnVertical	000b1168	38	0
PlayerEgo	turnHorizontal	000b1194	30	0
PlayerEgo	getRocketBanking	000b11ae	6	0
PlayerEgo	strafe	000b11b4	198	3
PlayerEgo	hackingRotateRCW	000b128c	46	2
PlayerEgo	hackingRotateLCW	000b12b8	46	2
PlayerEgo	hackingShuffle	000b12e4	16	0
PlayerEgo	alignToHorizon	000b12f2	8	0
PlayerEgo	rotate	000b12fc	118	3
PlayerEgo	setRotation	000b137c	90	3
PlayerEgo	explode	000b13e0	172	6
PlayerEgo	revive	000b14a4	230	15
PlayerEgo	startSmokeEmission	000b1598	46	1
PlayerEgo	endExplosion	000b15c6	14	0
PlayerEgo	explosionEnded	000b15d4	26	0
PlayerEgo	aboutToReachAutoTarget	000b15ee	6	0
PlayerEgo	resetGunDelay	000b15f4	10	0
PlayerEgo	refillGunDelay	000b15fc	10	0
PlayerEgo	isDockedToAsteroid	000b1604	26	0
PlayerEgo	isDockingToAsteroid	000b161e	22	0
PlayerEgo	isDockedToMiningPlant	000b1634	68	5
PlayerEgo	isDockedToStream	000b167c	6	0
PlayerEgo	dockToPlanet	000b1684	106	3
PlayerEgo	stopPlanetDock	000b16f4	44	2
PlayerEgo	isDockedToPlanet	000b1720	18	0
PlayerEgo	dockToStream	000b1732	64	1
PlayerEgo	shouldSwitchToStandardCam	000b1772	22	0
PlayerEgo	shouldSwitchToFreeLookCam	000b1788	22	0
PlayerEgo	setDockingState	000b179e	22	0
PlayerEgo	stopMining	000b17b4	12	0
PlayerEgo	lostMiningGame	000b19c0	6	0
PlayerEgo	setRocketControl	000b19c6	82	2
PlayerEgo	killLiberator	000b1a18	154	2
PlayerEgo	initManeuver	000b1abc	174	6
PlayerEgo	render	000b1b78	224	6
PlayerEgo	hideShipForFirstPersonCameraView	000b1c56	50	0
PlayerEgo	setVisible	000b1c88	14	0
PlayerEgo	draw	000b1c98	576	10
PlayerEgo	drawThrottle	000b1f04	450	9
PlayerEgo	throttleChanged	000b20f4	58	0
PlayerEgo	getHandling	000b212e	6	0
PlayerEgo	shake	000b2134	158	1
PlayerEgo	getHUD	000b21e0	6	0
PlayerEgo	isInFreeLookMode	000b21e6	6	0
PlayerEgo	setFreeLookMode	000b21ec	6	0
PlayerEgo	setTargetFollowCamera	000b21f2	18	0
PlayerEgo	getTargetFollowCamera	000b2202	6	0
PlayerEgo	pitchAllPrimaryGuns	000b2208	8	0
PlayerEgo	setSpeed	000b220e	6	0
PlayerEgo	changeThrust	000b2214	90	0
PlayerEgo	getThrust	000b2274	6	0
PlayerEgo	getSpeed	000b227a	6	0
PlayerEgo	getDockTotalAmount	000b2280	6	0
PlayerEgo	getDockTransferedAmount	000b2286	6	0
TouchSlider	TouchSlider	000b228c	152	4
TouchSlider	setPosition	000b232c	68	0
TouchSlider	draw	000b2378	68	3
TouchSlider	getValue	000b23c0	46	0
TouchSlider	setValue	000b23ee	52	0
TouchSlider	setHalfTransparent	000b2426	6	0
TouchSlider	OnTouchBegin	000b242c	28	1
TouchSlider	touchedInside	000b2448	76	0
TouchSlider	OnTouchMove	000b2494	72	0
TouchSlider	OnTouchEnd	000b24dc	144	2
Player	Player	000b2570	416	10
Player	updateDamageRate	000b2730	130	0
Array<Array<Gun*>*>	Array	000b27b8	28	1
(free)	ArraySetLength<Array<Gun*>*>	000b27d4	52	2
Array<Gun*>	Array	000b2808	28	1
(free)	ArraySetLength<Gun*>	000b2824	52	2
Player	getPosition	000b2858	12	1
Player	~Player	000b2864	124	6
(free)	ArrayReleaseClasses<Gun*>	000b28e4	80	3
Array<Gun*>	~Array	000b2934	22	1
(free)	ArrayReleaseClasses<Array<Gun*>*>	000b294a	80	3
Array<Array<Gun*>*>	~Array	000b299a	22	1
Array<Player*>	~Array	000b29b0	22	1
Player	setShootingEnabled	000b29c6	6	0
Player	isAsteroid	000b29cc	22	0
Player	isGasCloud	000b29e2	22	0
Player	setNeverAttack	000b29f8	6	0
Player	doesNeverAttack	000b29fe	6	0
Player	setAlwaysEnemy	000b2a04	16	0
Player	setAlwaysFriend	000b2a14	20	0
Player	isAlwaysFriend	000b2a28	6	0
Player	isAlwaysEnemy	000b2a2e	6	0
Player	setEmpData	000b2a34	34	1
Player	setPlayShootSound	000b2a56	10	0
Player	setKIPlayer	000b2a64	6	0
Player	getKIPlayer	000b2a6a	6	0
Player	reset	000b2a70	88	1
Player	setEnemies	000b2acc	118	6
Array<Player*>	Array	000b2b50	28	1
(free)	ArrayAdd<Player*>	000b2b6c	12	0
Player	setEnemy	000b2b76	58	5
(free)	ArrayAdd<Player*>	000b2bbe	36	1
Player	addEnemies	000b2be2	122	5
Player	addEnemy	000b2c6a	92	6
Player	getEnemy	000b2cd6	10	0
Player	setHitpoints	000b2ce4	18	0
Player	setShieldHP	000b2cf6	38	0
Player	setArmorHP	000b2d1c	18	0
Player	setGammaHP	000b2d30	42	0
Player	setMaxEmpPoints	000b2d64	8	0
Player	setMaxHitpoints	000b2d6c	10	0
Player	setMaxShieldHP	000b2d76	20	0
Player	setMaxArmorHP	000b2d8a	8	0
Player	getMaxEmpPoints	000b2d96	6	0
Player	getMaxShieldHP	000b2d9c	6	0
Player	getShieldHP	000b2da2	14	0
Player	getCombinedHP	000b2db0	38	0
Player	getArmorHP	000b2dd6	6	0
Player	getMaxArmorHP	000b2ddc	6	0
Player	getGammaHP	000b2de2	14	0
Player	regenerateShield	000b2df0	42	0
Player	regenerateShield	000b2e1a	42	0
Player	regenerateArmor	000b2e44	20	0
Player	regenerateHull	000b2e58	20	0
