# Registry of recovered functions (the regression set + coverage source of truth).
# Columns: name <tab> elf_vaddr(hex) <tab> nbytes <tab> obj <tab> sym_substr <tab> status(exact|near)
# (Android target; ELF vaddr = Ghidra addr - 0x10000.)
setFreelanceMission_a99f8	a99f8	34	build/obj/recovered/Status/setFreelanceMission_a99f8.o	setFreelanceMission	exact
setCampaignMission_a9a04	a9a04	88	build/obj/recovered/Status/setCampaignMission_a9a04.o	setCampaignMission	exact
getMaxMissions_a9a76	a9a76	28	build/obj/recovered/Status/getMaxMissions_a9a76.o	getMaxMissions	exact
incMissionCount_a9a7a	a9a7a	36	build/obj/recovered/Status/incMissionCount_a9a7a.o	incMissionCount	exact
setCurrentCampaignMission_a9a86	a9a86	30	build/obj/recovered/Status/setCurrentCampaignMission_a9a86.o	setCurrentCampaignMission	exact
setShip_abbdc	abbdc	58	build/obj/recovered/Status/setShip_abbdc.o	setShip	exact
setStationsVisited_abbfe	abbfe	30	build/obj/recovered/Status/setStationsVisited_abbfe.o	setStationsVisited	exact
getStationsVisited_abc04	abc04	30	build/obj/recovered/Status/getStationsVisited_abc04.o	getStationsVisited	exact
dlc1Won_abc0a	abc0a	38	build/obj/recovered/Status/dlc1Won_abc0a.o	dlc1Won	exact
inPlanetRingOrbit_abc9c	abc9c	76	build/obj/recovered/Status/inPlanetRingOrbit_abc9c.o	inPlanetRingOrbit	exact
orbitHasPlanetRing_abcd0	abcd0	58	build/obj/recovered/Status/orbitHasPlanetRing_abcd0.o	orbitHasPlanetRing	exact
inStormOrbit_abcf2	abcf2	90	build/obj/recovered/Status/inStormOrbit_abcf2.o	inStormOrbit	exact
inSupernovaSystem_abd34	abd34	68	build/obj/recovered/Status/inSupernovaSystem_abd34.o	inSupernovaSystem	exact
